iteration,Cd,Cl,Cd_pressure,Cd_friction
730,4.68955816e-01,1.27901880e-01,4.63336754e-01,5.61906233e-03
731,4.68943164e-01,1.24903309e-01,4.63307980e-01,5.63518365e-03
732,4.68923701e-01,1.21870101e-01,4.63273688e-01,5.65001306e-03
733,4.68895940e-01,1.18841195e-01,4.63232899e-01,5.66304019e-03
734,4.68874143e-01,1.15825740e-01,4.63199505e-01,5.67463825e-03
735,4.68870790e-01,1.12818397e-01,4.63185860e-01,5.68492955e-03
736,4.68885072e-01,1.09826224e-01,4.63191158e-01,5.69391336e-03
737,4.68905133e-01,1.06880453e-01,4.63203821e-01,5.70131215e-03
738,4.68942864e-01,1.04006425e-01,4.63235682e-01,5.70718222e-03
739,4.68991815e-01,1.01218410e-01,4.63280193e-01,5.71162187e-03
740,4.69067095e-01,9.85252873e-02,4.63352307e-01,5.71478843e-03
741,4.69174749e-01,9.59314253e-02,4.63457900e-01,5.71684925e-03
742,4.69294510e-01,9.34647330e-02,4.63576500e-01,5.71801003e-03
743,4.69444285e-01,9.11265580e-02,4.63725634e-01,5.71865174e-03
744,4.69637349e-01,8.88996072e-02,4.63918794e-01,5.71855534e-03
745,4.69822858e-01,8.67987179e-02,4.64104999e-01,5.71785924e-03
746,4.69995944e-01,8.48450888e-02,4.64278801e-01,5.71714352e-03
747,4.70164759e-01,8.30413363e-02,4.64448550e-01,5.71620936e-03
748,4.70330220e-01,8.13885818e-02,4.64615479e-01,5.71474100e-03
749,4.70498839e-01,7.98844333e-02,4.64787009e-01,5.71183024e-03
750,4.70682253e-01,7.85230352e-02,4.64975437e-01,5.70681602e-03
751,4.70890238e-01,7.73052676e-02,4.65190693e-01,5.69954507e-03
752,4.71129278e-01,7.62328626e-02,4.65438896e-01,5.69038254e-03
753,4.71395791e-01,7.53055377e-02,4.65715394e-01,5.68039661e-03
754,4.71671552e-01,7.45221377e-02,4.66000715e-01,5.67083709e-03
755,4.71972069e-01,7.38768600e-02,4.66309297e-01,5.66277244e-03
756,4.72287856e-01,7.33799398e-02,4.66631206e-01,5.65664980e-03
757,4.72626031e-01,7.30245362e-02,4.66973627e-01,5.65240380e-03
758,4.72986479e-01,7.28006368e-02,4.67336859e-01,5.64961916e-03
759,4.73376241e-01,7.26848308e-02,4.67728206e-01,5.64803476e-03
760,4.73804031e-01,7.26645350e-02,4.68156561e-01,5.64746990e-03
761,4.74259819e-01,7.27285986e-02,4.68612233e-01,5.64758648e-03
762,4.74731759e-01,7.28853812e-02,4.69083447e-01,5.64831198e-03
763,4.75227432e-01,7.31413984e-02,4.69577818e-01,5.64961336e-03
764,4.75737818e-01,7.34985692e-02,4.70086331e-01,5.65148662e-03
765,4.76259003e-01,7.39385938e-02,4.70605011e-01,5.65399265e-03
766,4.76806613e-01,7.44688975e-02,4.71149515e-01,5.65709761e-03
767,4.77361280e-01,7.50996809e-02,4.71700507e-01,5.66077369e-03
768,4.77915227e-01,7.58375616e-02,4.72250179e-01,5.66504801e-03
769,4.78463198e-01,7.66753397e-02,4.72793242e-01,5.66995616e-03
770,4.79028165e-01,7.75865607e-02,4.73352988e-01,5.67517695e-03
771,4.79604589e-01,7.85462895e-02,4.73924354e-01,5.68023523e-03
772,4.80204912e-01,7.95438086e-02,4.74519465e-01,5.68544718e-03
773,4.80852631e-01,8.05666138e-02,4.75161151e-01,5.69148006e-03
774,4.81548583e-01,8.16133712e-02,4.75850468e-01,5.69811521e-03
775,4.82291905e-01,8.26990337e-02,4.76586468e-01,5.70543654e-03
776,4.83078805e-01,8.38133391e-02,4.77365134e-01,5.71367071e-03
777,4.83921339e-01,8.49423488e-02,4.78198184e-01,5.72315570e-03
778,4.84795882e-01,8.60886159e-02,4.79061859e-01,5.73402329e-03
779,4.85716160e-01,8.72493717e-02,4.79969858e-01,5.74630236e-03
780,4.86672653e-01,8.84069277e-02,4.80912444e-01,5.76020875e-03
781,4.87648204e-01,8.95361684e-02,4.81872571e-01,5.77563363e-03
782,4.88640887e-01,9.06241749e-02,4.82848317e-01,5.79256936e-03
783,4.89635597e-01,9.16712431e-02,4.83824672e-01,5.81092447e-03
784,4.90593974e-01,9.26766377e-02,4.84763282e-01,5.83069164e-03
785,4.91485391e-01,9.36344206e-02,4.85633706e-01,5.85168523e-03
786,4.92328694e-01,9.45393524e-02,4.86454849e-01,5.87384524e-03
787,4.93135048e-01,9.53826982e-02,4.87237833e-01,5.89721546e-03
788,4.93922723e-01,9.61501650e-02,4.88000986e-01,5.92173699e-03
789,4.94704104e-01,9.68260490e-02,4.88756774e-01,5.94733078e-03
790,4.95464103e-01,9.73971343e-02,4.89490161e-01,5.97394212e-03
791,4.96194434e-01,9.78300073e-02,4.90193016e-01,6.00141788e-03
792,4.96913172e-01,9.81134095e-02,4.90883459e-01,6.02971296e-03
793,4.97624204e-01,9.82585885e-02,4.91564358e-01,6.05984564e-03
794,4.98313940e-01,9.82790471e-02,4.92217446e-01,6.09649368e-03
795,4.98975892e-01,9.81469835e-02,4.92824014e-01,6.15187854e-03
796,4.99591694e-01,9.78442985e-02,4.93390962e-01,6.20073222e-03
797,5.00167756e-01,9.73749126e-02,4.93926590e-01,6.24116630e-03
798,5.00717432e-01,9.66857141e-02,4.94436272e-01,6.28116035e-03
799,5.01200305e-01,9.57802713e-02,4.94885081e-01,6.31522361e-03
800,5.01617503e-01,9.46920102e-02,4.95273417e-01,6.34408587e-03
801,5.01964044e-01,9.34220650e-02,4.95594177e-01,6.36986704e-03
802,5.02260556e-01,9.19719196e-02,4.95867058e-01,6.39349740e-03
803,5.02493632e-01,9.03490449e-02,4.96078669e-01,6.41496316e-03
804,5.02670469e-01,8.85563157e-02,4.96236175e-01,6.43429356e-03
805,5.02764111e-01,8.66068205e-02,4.96313261e-01,6.45084997e-03
806,5.02742443e-01,8.44837280e-02,4.96279049e-01,6.46339456e-03
807,5.02558623e-01,8.21660076e-02,4.96088792e-01,6.46983136e-03
808,5.02214085e-01,7.96623627e-02,4.95743806e-01,6.47027878e-03
809,5.01719797e-01,7.69625061e-02,4.95250794e-01,6.46900331e-03
810,5.01108734e-01,7.40739299e-02,4.94637199e-01,6.47153481e-03
811,5.00370911e-01,7.10374011e-02,4.93885770e-01,6.48514104e-03
812,4.99534785e-01,6.79097283e-02,4.93011480e-01,6.52330513e-03
813,4.98581356e-01,6.47110989e-02,4.92031858e-01,6.54949836e-03
814,4.97541059e-01,6.14218378e-02,4.90988131e-01,6.55292773e-03
815,4.96389484e-01,5.80919188e-02,4.89841049e-01,6.54843543e-03
816,4.95166544e-01,5.47661975e-02,4.88626264e-01,6.54027954e-03
817,4.93936061e-01,5.14687285e-02,4.87405888e-01,6.53017206e-03
818,4.92811131e-01,4.82099911e-02,4.86292521e-01,6.51860918e-03
819,4.91848548e-01,4.50097615e-02,4.85341848e-01,6.50669969e-03
820,4.91028692e-01,4.18799650e-02,4.84533132e-01,6.49555957e-03
821,4.90324633e-01,3.88623023e-02,4.83839646e-01,6.48498699e-03
822,4.89667330e-01,3.59655377e-02,4.83192325e-01,6.47500499e-03
823,4.88971607e-01,3.31990123e-02,4.82507128e-01,6.46447912e-03
824,4.88187213e-01,3.05667485e-02,4.81734956e-01,6.45225726e-03
825,4.87381737e-01,2.80310518e-02,4.80941788e-01,6.43994922e-03
826,4.86680150e-01,2.55700667e-02,4.80252655e-01,6.42749496e-03
827,4.86067268e-01,2.31405993e-02,4.79651786e-01,6.41548122e-03
828,4.85527536e-01,2.07344750e-02,4.79122473e-01,6.40506313e-03
829,4.85066782e-01,1.83731328e-02,4.78670331e-01,6.39645130e-03
830,4.84643312e-01,1.60565665e-02,4.78253807e-01,6.38950460e-03
831,4.84254978e-01,1.38876303e-02,4.77872239e-01,6.38273929e-03
832,4.83850405e-01,1.18455834e-02,4.77474583e-01,6.37582192e-03
833,4.83413694e-01,9.94511314e-03,4.77043919e-01,6.36977460e-03
834,4.82937482e-01,8.19272868e-03,4.76572577e-01,6.36490488e-03
835,4.82357779e-01,6.55200104e-03,4.75997342e-01,6.36043687e-03
836,4.81643540e-01,5.01069312e-03,4.75287042e-01,6.35649787e-03
837,4.80879634e-01,3.57906644e-03,4.74525693e-01,6.35394121e-03
838,4.80122184e-01,2.21071235e-03,4.73770830e-01,6.35135462e-03
839,4.79385775e-01,9.11292945e-04,4.73037715e-01,6.34806030e-03
840,4.78606248e-01,-2.78871012e-04,4.72262903e-01,6.34334489e-03
841,4.77803657e-01,-1.36030452e-03,4.71467520e-01,6.33613632e-03
842,4.76948389e-01,-2.31721980e-03,4.70622357e-01,6.32603244e-03
843,4.76119735e-01,-3.20169954e-03,4.69806562e-01,6.31317227e-03
844,4.75398888e-01,-4.03864628e-03,4.69101171e-01,6.29771673e-03
845,4.74724993e-01,-4.83316854e-03,4.68448082e-01,6.27691073e-03
846,4.74026323e-01,-5.56907389e-03,4.67777482e-01,6.24884127e-03
847,4.73346411e-01,-6.26646772e-03,4.67120068e-01,6.22634341e-03
848,4.72735170e-01,-7.02747535e-03,4.66526774e-01,6.20839517e-03
849,4.72144173e-01,-7.78355261e-03,4.65952329e-01,6.19184384e-03
850,4.71641554e-01,-8.50083597e-03,4.65465077e-01,6.17647646e-03
851,4.71409067e-01,-9.07405816e-03,4.65247139e-01,6.16192816e-03
852,4.71328175e-01,-9.49601461e-03,4.65181204e-01,6.14697091e-03
853,4.71410902e-01,-9.76650931e-03,4.65279466e-01,6.13143564e-03
854,4.71622963e-01,-9.89245280e-03,4.65507684e-01,6.11527934e-03
855,4.71950783e-01,-9.84463830e-03,4.65851865e-01,6.09891778e-03
856,4.72425181e-01,-9.62622556e-03,4.66343416e-01,6.08176563e-03
857,4.73003568e-01,-9.22238155e-03,4.66941083e-01,6.06248472e-03
858,4.73658153e-01,-8.61406937e-03,4.67617335e-01,6.04081831e-03
859,4.74408022e-01,-7.82122849e-03,4.68391369e-01,6.01665348e-03
860,4.75251534e-01,-6.82690605e-03,4.69261944e-01,5.98959039e-03
861,4.76160357e-01,-5.64417119e-03,4.70201939e-01,5.95841835e-03
862,4.77108646e-01,-4.27611767e-03,4.71186391e-01,5.92225459e-03
863,4.78073577e-01,-2.72791932e-03,4.72193219e-01,5.88035780e-03
864,4.79038186e-01,-9.79658744e-04,4.73203823e-01,5.83436324e-03
865,4.79971766e-01,9.32169491e-04,4.74180887e-01,5.79087897e-03
866,4.80909866e-01,3.00067105e-03,4.75156572e-01,5.75329312e-03
867,4.81827961e-01,5.18473196e-03,4.76107388e-01,5.72057329e-03
868,4.82754304e-01,7.50755366e-03,4.77062827e-01,5.69147709e-03
869,4.83686254e-01,9.93349366e-03,4.78021631e-01,5.66462267e-03
870,4.84604714e-01,1.24146955e-02,4.78965353e-01,5.63936126e-03
871,4.85527815e-01,1.49504397e-02,4.79912207e-01,5.61560875e-03
872,4.86481140e-01,1.75341259e-02,4.80887636e-01,5.59350408e-03
873,4.87490248e-01,2.01794484e-02,4.81916910e-01,5.57333785e-03
874,4.88523860e-01,2.28791930e-02,4.82968248e-01,5.55561168e-03
875,4.89571565e-01,2.56004901e-02,4.84030750e-01,5.54081480e-03
876,4.90574225e-01,2.83226387e-02,4.85045531e-01,5.52869374e-03
877,4.91501108e-01,3.10509192e-02,4.85981873e-01,5.51923452e-03
878,4.92396968e-01,3.37455672e-02,4.86884400e-01,5.51256854e-03
879,4.93307757e-01,3.64255998e-02,4.87799567e-01,5.50819013e-03
880,4.94273711e-01,3.90942370e-02,4.88768255e-01,5.50545677e-03
881,4.95320159e-01,4.17474400e-02,4.89815768e-01,5.50439116e-03
882,4.96415616e-01,4.43847980e-02,4.90910682e-01,5.50493474e-03
883,4.97505451e-01,4.69884752e-02,4.91998025e-01,5.50742660e-03
884,4.98624332e-01,4.95546784e-02,4.93111099e-01,5.51323212e-03
885,4.99743611e-01,5.20560193e-02,4.94219832e-01,5.52377967e-03
886,5.00863968e-01,5.44638814e-02,4.95323921e-01,5.54004738e-03
887,5.02047181e-01,5.67364119e-02,4.96485402e-01,5.56177965e-03
888,5.03265302e-01,5.88799735e-02,4.97676723e-01,5.58857859e-03
889,5.04462230e-01,6.09106832e-02,4.98842063e-01,5.62016697e-03
890,5.05630968e-01,6.28215090e-02,4.99976371e-01,5.65459696e-03
891,5.06757703e-01,6.45740822e-02,5.01066330e-01,5.69137226e-03
892,5.07849651e-01,6.61431975e-02,5.02118954e-01,5.73069687e-03
893,5.08872862e-01,6.74848434e-02,5.03100505e-01,5.77235660e-03
894,5.09848529e-01,6.85794109e-02,5.04032231e-01,5.81629856e-03
895,5.10855940e-01,6.94182269e-02,5.04993286e-01,5.86265323e-03
896,5.11840423e-01,7.00202523e-02,5.05929142e-01,5.91128082e-03
897,5.12808729e-01,7.03586204e-02,5.06847047e-01,5.96168157e-03
898,5.13752919e-01,7.04605568e-02,5.07738035e-01,6.01488407e-03
899,5.14770475e-01,7.02442551e-02,5.08698093e-01,6.07238213e-03
900,5.15772885e-01,6.96855917e-02,5.09638105e-01,6.13478028e-03
901,5.16701303e-01,6.88110768e-02,5.10501709e-01,6.19959436e-03
902,5.17508065e-01,6.76492096e-02,5.11245401e-01,6.26266349e-03
903,5.18140631e-01,6.61940411e-02,5.11816618e-01,6.32401347e-03
904,5.18487738e-01,6.44704478e-02,5.12102100e-01,6.38563831e-03
905,5.18478493e-01,6.25208025e-02,5.12026864e-01,6.45162940e-03
906,5.18248153e-01,6.03327066e-02,5.11728152e-01,6.52000156e-03
907,5.17570730e-01,5.78516034e-02,5.10989768e-01,6.58096262e-03
908,5.16767955e-01,5.50898291e-02,5.10138305e-01,6.62965008e-03
909,5.15722264e-01,5.20336424e-02,5.09054514e-01,6.66774979e-03
910,5.14408239e-01,4.87395708e-02,5.07709617e-01,6.69862165e-03
911,5.12824739e-01,4.52250566e-02,5.06099047e-01,6.72569247e-03
912,5.10962759e-01,4.14966786e-02,5.04207618e-01,6.75514119e-03
913,5.08926302e-01,3.75717643e-02,5.02138301e-01,6.78800156e-03
914,5.06763576e-01,3.35168578e-02,4.99956316e-01,6.80725928e-03
915,5.04349491e-01,2.93633070e-02,4.97541055e-01,6.80843630e-03
916,5.01770602e-01,2.50711525e-02,4.94991284e-01,6.77931796e-03
917,4.99155327e-01,2.07109642e-02,4.92466807e-01,6.68851996e-03
918,4.96719023e-01,1.63075314e-02,4.90055343e-01,6.66367935e-03
919,4.94402184e-01,1.19798287e-02,4.87779828e-01,6.62235626e-03
920,4.92247906e-01,7.89332405e-03,4.85675485e-01,6.57242026e-03
921,4.90277787e-01,3.99992111e-03,4.83755396e-01,6.52239050e-03
922,4.88485570e-01,2.49800541e-04,4.82009554e-01,6.47601580e-03
923,4.87040401e-01,-3.36498631e-03,4.80593274e-01,6.44712711e-03
924,4.85823290e-01,-6.95900501e-03,4.79364759e-01,6.45853127e-03
925,4.84669151e-01,-1.05633612e-02,4.78232531e-01,6.43661998e-03
926,4.83629506e-01,-1.41784848e-02,4.77226697e-01,6.40280849e-03
927,4.82746730e-01,-1.77571907e-02,4.76376181e-01,6.37054912e-03
928,4.82025092e-01,-2.12497362e-02,4.75681911e-01,6.34318039e-03
929,4.81395678e-01,-2.47267328e-02,4.75075710e-01,6.31996812e-03
930,4.80882402e-01,-2.81766612e-02,4.74580782e-01,6.30161950e-03
931,4.80432903e-01,-3.15753482e-02,4.74144142e-01,6.28876065e-03
932,4.80015710e-01,-3.49655389e-02,4.73730851e-01,6.28485851e-03
933,4.79749661e-01,-3.83343105e-02,4.73455299e-01,6.29436201e-03
934,4.79491097e-01,-4.16436188e-02,4.73193299e-01,6.29779872e-03
935,4.79183668e-01,-4.48687123e-02,4.72872299e-01,6.31136896e-03
936,4.78722547e-01,-4.79399659e-02,4.72388580e-01,6.33396656e-03
937,4.78197339e-01,-5.08404774e-02,4.71836914e-01,6.36042524e-03
938,4.77671249e-01,-5.36505010e-02,4.71285343e-01,6.38590606e-03
939,4.77109201e-01,-5.64757403e-02,4.70706642e-01,6.40255963e-03
940,4.76313872e-01,-5.92438352e-02,4.69910292e-01,6.40358024e-03
941,4.75288384e-01,-6.18606278e-02,4.68890325e-01,6.39805941e-03
942,4.74176114e-01,-6.43239600e-02,4.67775288e-01,6.40082604e-03
943,4.72991450e-01,-6.66277721e-02,4.66586921e-01,6.40452890e-03
944,4.71710041e-01,-6.88455089e-02,4.65306007e-01,6.40403418e-03
945,4.70358549e-01,-7.09554945e-02,4.63959829e-01,6.39872078e-03
946,4.68938983e-01,-7.28369618e-02,4.62552351e-01,6.38663137e-03
947,4.67525895e-01,-7.44641941e-02,4.61161235e-01,6.36466012e-03
948,4.65918998e-01,-7.58704463e-02,4.59585612e-01,6.33338627e-03
949,4.64470408e-01,-7.69883827e-02,4.58175658e-01,6.29474988e-03
950,4.63327743e-01,-7.78973844e-02,4.57077967e-01,6.24977619e-03
951,4.62455861e-01,-7.86934519e-02,4.56256588e-01,6.19927241e-03
952,4.61934504e-01,-7.94165345e-02,4.55790473e-01,6.14403162e-03
953,4.61682948e-01,-8.01263954e-02,4.55598688e-01,6.08425995e-03
954,4.61680433e-01,-8.08537942e-02,4.55660553e-01,6.01987960e-03
955,4.61988022e-01,-8.16576988e-02,4.56037903e-01,5.95011876e-03
956,4.62489803e-01,-8.25598586e-02,4.56619191e-01,5.87061187e-03
957,4.63022388e-01,-8.35163813e-02,4.57234661e-01,5.78772696e-03
958,4.63516293e-01,-8.45301110e-02,4.57803755e-01,5.71253781e-03
959,4.63928556e-01,-8.56379314e-02,4.58285225e-01,5.64333033e-03
960,4.64311925e-01,-8.68485777e-02,4.58736795e-01,5.57513006e-03
961,4.64717260e-01,-8.82484383e-02,4.59207326e-01,5.50993429e-03
962,4.65184990e-01,-8.98231527e-02,4.59737898e-01,5.44709158e-03
963,4.65613025e-01,-9.16261533e-02,4.60225859e-01,5.38716610e-03
964,4.65983687e-01,-9.35781866e-02,4.60654624e-01,5.32906329e-03
965,4.66252029e-01,-9.56545574e-02,4.60980090e-01,5.27193938e-03
966,4.66476819e-01,-9.78190600e-02,4.61261120e-01,5.21569869e-03
967,4.66606973e-01,-1.00060788e-01,4.61445544e-01,5.16142894e-03
968,4.66581458e-01,-1.02346308e-01,4.61470328e-01,5.11113003e-03
969,4.66434106e-01,-1.04675110e-01,4.61367474e-01,5.06663298e-03
970,4.66177996e-01,-1.07043991e-01,4.61149725e-01,5.02827082e-03
971,4.65821913e-01,-1.09425093e-01,4.60832411e-01,4.98950192e-03
972,4.65346956e-01,-1.11792639e-01,4.60398891e-01,4.94806556e-03
973,4.64755153e-01,-1.14153900e-01,4.59847378e-01,4.90777559e-03
974,4.64069724e-01,-1.16505850e-01,4.59200230e-01,4.86949397e-03
975,4.63304664e-01,-1.18872608e-01,4.58471051e-01,4.83361350e-03
976,4.62434664e-01,-1.21268014e-01,4.57634367e-01,4.80029705e-03
977,4.61468092e-01,-1.23685365e-01,4.56698510e-01,4.76958279e-03
978,4.60452099e-01,-1.26091881e-01,4.55710412e-01,4.74168674e-03
979,4.59379562e-01,-1.28471301e-01,4.54662670e-01,4.71689190e-03
980,4.58309221e-01,-1.30840024e-01,4.53613629e-01,4.69559217e-03
981,4.57234759e-01,-1.33170367e-01,4.52557111e-01,4.67764831e-03
982,4.56232746e-01,-1.35657940e-01,4.51569435e-01,4.66331126e-03
983,4.55140789e-01,-1.38011262e-01,4.50488701e-01,4.65208811e-03
984,4.54098620e-01,-1.40384210e-01,4.49454717e-01,4.64390375e-03
985,4.53087934e-01,-1.42758507e-01,4.48449679e-01,4.63825555e-03
986,4.52120370e-01,-1.45116716e-01,4.47485795e-01,4.63457534e-03
987,4.51174086e-01,-1.47486372e-01,4.46541416e-01,4.63266980e-03
988,4.50337337e-01,-1.49908677e-01,4.45704396e-01,4.63294074e-03
989,4.49575563e-01,-1.52318304e-01,4.44939790e-01,4.63577291e-03
990,4.48930220e-01,-1.54710609e-01,4.44280316e-01,4.64990439e-03
991,4.48382400e-01,-1.57109793e-01,4.43692198e-01,4.69020168e-03
992,4.47930171e-01,-1.59449114e-01,4.43234409e-01,4.69576184e-03
993,4.47576316e-01,-1.61742900e-01,4.42873943e-01,4.70237326e-03
994,4.47360558e-01,-1.64015753e-01,4.42650881e-01,4.70967700e-03
995,4.47209263e-01,-1.66261769e-01,4.42491724e-01,4.71753901e-03
996,4.47138333e-01,-1.68480219e-01,4.42411772e-01,4.72656027e-03
997,4.47092408e-01,-1.70669889e-01,4.42355626e-01,4.73678181e-03
998,4.47104982e-01,-1.72810121e-01,4.42356813e-01,4.74816948e-03
999,4.47117635e-01,-1.74863773e-01,4.42357009e-01,4.76062568e-03
1000,4.47175629e-01,-1.76847048e-01,4.42401426e-01,4.77420246e-03
1001,4.47262357e-01,-1.78744934e-01,4.42473402e-01,4.78895488e-03
1002,4.47442322e-01,-1.80542046e-01,4.42637311e-01,4.80501139e-03
1003,4.47662892e-01,-1.82243622e-01,4.42840992e-01,4.82190016e-03
1004,4.47926894e-01,-1.83829500e-01,4.43087429e-01,4.83946462e-03
1005,4.48202619e-01,-1.85301068e-01,4.43344895e-01,4.85772457e-03
1006,4.48477864e-01,-1.86673647e-01,4.43601227e-01,4.87663697e-03
1007,4.48708257e-01,-1.87952259e-01,4.43811588e-01,4.89666823e-03
1008,4.48919937e-01,-1.89105387e-01,4.44001985e-01,4.91795215e-03
1009,4.49102272e-01,-1.90134148e-01,4.44161946e-01,4.94032580e-03
1010,4.49302543e-01,-1.90999594e-01,4.44338327e-01,4.96421574e-03
1011,4.49505519e-01,-1.91707511e-01,4.44515528e-01,4.98999096e-03
1012,4.49737450e-01,-1.92238617e-01,4.44720869e-01,5.01658081e-03
1013,4.49977288e-01,-1.92611040e-01,4.44933749e-01,5.04353851e-03
1014,4.50226631e-01,-1.92844138e-01,4.45155826e-01,5.07080536e-03
1015,4.50496827e-01,-1.92922087e-01,4.45398532e-01,5.09829479e-03
1016,4.50783912e-01,-1.92831915e-01,4.45658113e-01,5.12579919e-03
1017,4.51082379e-01,-1.92569261e-01,4.45929097e-01,5.15328185e-03
1018,4.51399728e-01,-1.92119136e-01,4.46219023e-01,5.18070510e-03
1019,4.51682279e-01,-1.91512568e-01,4.46473923e-01,5.20835619e-03
1020,4.51942148e-01,-1.90744521e-01,4.46705701e-01,5.23644628e-03
1021,4.52188581e-01,-1.89806127e-01,4.46923748e-01,5.26483298e-03
1022,4.52436216e-01,-1.88683913e-01,4.47142943e-01,5.29327322e-03
1023,4.52642066e-01,-1.87407451e-01,4.47320372e-01,5.32169414e-03
1024,4.52843384e-01,-1.85979370e-01,4.47493411e-01,5.34997271e-03
1025,4.53029972e-01,-1.84384739e-01,4.47652137e-01,5.37783509e-03
1026,4.53203808e-01,-1.82623320e-01,4.47798869e-01,5.40493901e-03
1027,4.53316201e-01,-1.80712909e-01,4.47885857e-01,5.43034440e-03
1028,4.53398795e-01,-1.78674269e-01,4.47945009e-01,5.45378611e-03
1029,4.53486875e-01,-1.76495745e-01,4.48011336e-01,5.47553894e-03
1030,4.53588962e-01,-1.74168087e-01,4.48091475e-01,5.49748664e-03
1031,4.53718448e-01,-1.71695269e-01,4.48196869e-01,5.52157895e-03
1032,4.53859784e-01,-1.69093769e-01,4.48311773e-01,5.54801053e-03
1033,4.53987149e-01,-1.66402228e-01,4.48410775e-01,5.57637352e-03
1034,4.54125039e-01,-1.63625680e-01,4.48519516e-01,5.60552308e-03
1035,4.54260090e-01,-1.60767328e-01,4.48626579e-01,5.63351154e-03
1036,4.54407624e-01,-1.57833916e-01,4.48748366e-01,5.65925716e-03
1037,4.54504794e-01,-1.54820321e-01,4.48822514e-01,5.68228001e-03
1038,4.54502907e-01,-1.51751097e-01,4.48799906e-01,5.70300075e-03
1039,4.54380813e-01,-1.48659640e-01,4.48658754e-01,5.72205939e-03
1040,4.54191531e-01,-1.45591980e-01,4.48451576e-01,5.73995528e-03
1041,4.53949125e-01,-1.42564809e-01,4.48192118e-01,5.75700715e-03
1042,4.53699469e-01,-1.39592923e-01,4.47926424e-01,5.77304561e-03
1043,4.53415692e-01,-1.36693668e-01,4.47627956e-01,5.78773617e-03
1044,4.53130915e-01,-1.33864088e-01,4.47330360e-01,5.80055511e-03
1045,4.52838489e-01,-1.31139442e-01,4.47026705e-01,5.81178387e-03
1046,4.52592660e-01,-1.28552446e-01,4.46770634e-01,5.82202621e-03
1047,4.52371932e-01,-1.26107504e-01,4.46540148e-01,5.83178483e-03
1048,4.52185127e-01,-1.23810107e-01,4.46343785e-01,5.84134213e-03
1049,4.52039732e-01,-1.21653516e-01,4.46188641e-01,5.85109171e-03
1050,4.51949169e-01,-1.19652380e-01,4.46088015e-01,5.86115399e-03
1051,4.51888741e-01,-1.17826758e-01,4.46017392e-01,5.87134910e-03
1052,4.51855989e-01,-1.16172596e-01,4.45974553e-01,5.88143530e-03
1053,4.51857147e-01,-1.14683819e-01,4.45965878e-01,5.89126829e-03
1054,4.51871997e-01,-1.13359756e-01,4.45971073e-01,5.90092386e-03
1055,4.51863697e-01,-1.12191538e-01,4.45953133e-01,5.91056450e-03
1056,4.51846554e-01,-1.11191766e-01,4.45926315e-01,5.92023858e-03
1057,4.51805119e-01,-1.10356520e-01,4.45875148e-01,5.92997117e-03
1058,4.51755262e-01,-1.09656682e-01,4.45815674e-01,5.93958815e-03
1059,4.51700699e-01,-1.09079208e-01,4.45751789e-01,5.94891061e-03
1060,4.51670826e-01,-1.08645623e-01,4.45712904e-01,5.95792215e-03
1061,4.51635142e-01,-1.08362617e-01,4.45668505e-01,5.96663668e-03
1062,4.51617958e-01,-1.08198800e-01,4.45642904e-01,5.97505369e-03
1063,4.51616419e-01,-1.08145605e-01,4.45633405e-01,5.98301387e-03
1064,4.51678476e-01,-1.08190347e-01,4.45688066e-01,5.99040999e-03
1065,4.51803460e-01,-1.08361467e-01,4.45806185e-01,5.99727580e-03
1066,4.51880168e-01,-1.08639010e-01,4.45876585e-01,6.00358224e-03
1067,4.51983483e-01,-1.09002912e-01,4.45974086e-01,6.00939760e-03
1068,4.52118354e-01,-1.09529196e-01,4.46103773e-01,6.01458113e-03
1069,4.52176037e-01,-1.10095152e-01,4.46157135e-01,6.01890189e-03
1070,4.52199342e-01,-1.10762391e-01,4.46176936e-01,6.02240600e-03
1071,4.52219055e-01,-1.11471276e-01,4.46194044e-01,6.02501111e-03
1072,4.52234138e-01,-1.12265335e-01,4.46207390e-01,6.02674822e-03
1073,4.52276845e-01,-1.13096289e-01,4.46249263e-01,6.02758155e-03
1074,4.52313280e-01,-1.14012318e-01,4.46285707e-01,6.02757344e-03
1075,4.52336525e-01,-1.14954051e-01,4.46309854e-01,6.02667037e-03
1076,4.52350377e-01,-1.15963811e-01,4.46325597e-01,6.02477995e-03
1077,4.52371515e-01,-1.16976236e-01,4.46349585e-01,6.02193001e-03
1078,4.52425686e-01,-1.18056961e-01,4.46407521e-01,6.01816422e-03
1079,4.52483522e-01,-1.19149608e-01,4.46470023e-01,6.01349957e-03
1080,4.52578478e-01,-1.20310237e-01,4.46570394e-01,6.00808360e-03
1081,4.52686098e-01,-1.21489047e-01,4.46684086e-01,6.00201178e-03
1082,4.52826962e-01,-1.22734001e-01,4.46831365e-01,5.99559645e-03
1083,4.52971340e-01,-1.23993895e-01,4.46982175e-01,5.98916489e-03
1084,4.53145518e-01,-1.25310109e-01,4.47162304e-01,5.98321397e-03
1085,4.53320195e-01,-1.26644655e-01,4.47341964e-01,5.97823120e-03
1086,4.53524741e-01,-1.28024972e-01,4.47549872e-01,5.97486826e-03
1087,4.53723931e-01,-1.29434830e-01,4.47750899e-01,5.97303176e-03
1088,4.53947638e-01,-1.30901823e-01,4.47977067e-01,5.97057128e-03
1089,4.54167273e-01,-1.32413335e-01,4.48201617e-01,5.96565614e-03
